19:42:59 INFO  manager.ApplManager - Tests starts on Chrome Driver
19:43:04 INFO  tests.TestBase - Start test--->test
19:43:04 INFO  manager.MyListener - Start searching element by locator-->By.xpath: //a[@href="/logout?url=%2Fsearch"]
19:43:19 INFO  manager.MyListener - The element with locator-->By.xpath: //a[@href="/logout?url=%2Fsearch"]was found
19:43:19 INFO  tests.TestBase - Test Login Positive starts with email-->goodwin49@mail.ru
19:43:19 INFO  tests.TestBase - Test Login Positive starts with password-->Car12345
19:43:19 INFO  manager.MyListener - Start searching element by locator-->By.xpath: //div[@class='header']/a[6]
19:43:19 INFO  manager.MyListener - The element with locator-->By.xpath: //div[@class='header']/a[6]was found
19:43:19 INFO  manager.MyListener - Start searching element by locator-->By.xpath: //input[@autocomplete='username']
19:43:19 INFO  manager.MyListener - The element with locator-->By.xpath: //input[@autocomplete='username']was found
19:43:19 INFO  manager.MyListener - Start searching element by locator-->By.xpath: //input[@autocomplete='current-password']
19:43:19 INFO  manager.MyListener - The element with locator-->By.xpath: //input[@autocomplete='current-password']was found
19:43:19 INFO  manager.MyListener - Start searching element by locator-->By.xpath: //button[@type='submit']
19:43:19 INFO  manager.MyListener - The element with locator-->By.xpath: //button[@type='submit']was found
19:43:21 INFO  manager.MyListener - Start searching element by locator-->By.cssSelector: .dialog-container
19:43:21 INFO  manager.MyListener - The element with locator-->By.cssSelector: .dialog-containerwas found
19:43:21 INFO  manager.MyListener - Start searching element by locator-->By.cssSelector: .dialog-container h2
19:43:21 INFO  manager.MyListener - The element with locator-->By.cssSelector: .dialog-container h2was found
19:43:21 INFO  manager.MyListener - Start searching element by locator-->By.xpath: //button[text()='Ok']
19:43:21 INFO  manager.MyListener - The element with locator-->By.xpath: //button[text()='Ok']was found
19:43:21 INFO  manager.MyListener - Start searching element by locator-->By.xpath: //button[text()='Ok']
19:43:21 INFO  manager.MyListener - The element with locator-->By.xpath: //button[text()='Ok']was found
19:43:21 INFO  tests.TestBase - The end of test--->test
19:43:21 INFO  tests.TestBase - Start test--->wrongEmail
19:43:21 INFO  manager.MyListener - Start searching element by locator-->By.xpath: //a[@href="/logout?url=%2Fsearch"]
19:43:21 INFO  manager.MyListener - The element with locator-->By.xpath: //a[@href="/logout?url=%2Fsearch"]was found
19:43:21 INFO  manager.MyListener - Start searching element by locator-->By.xpath: //a[@href="/logout?url=%2Fsearch"]
19:43:21 INFO  manager.MyListener - The element with locator-->By.xpath: //a[@href="/logout?url=%2Fsearch"]was found
19:43:21 INFO  tests.TestBase - Test Login Negative wrong email starts with email-->goodwin49mail.ru
19:43:21 INFO  tests.TestBase - Test Login Negative wrong email starts with password-->Car12345
19:43:21 INFO  manager.MyListener - Start searching element by locator-->By.xpath: //div[@class='header']/a[6]
19:43:21 INFO  manager.MyListener - The element with locator-->By.xpath: //div[@class='header']/a[6]was found
19:43:21 INFO  manager.MyListener - Start searching element by locator-->By.xpath: //input[@autocomplete='username']
19:43:21 INFO  manager.MyListener - The element with locator-->By.xpath: //input[@autocomplete='username']was found
19:43:22 INFO  manager.MyListener - Start searching element by locator-->By.xpath: //input[@autocomplete='current-password']
19:43:22 INFO  manager.MyListener - The element with locator-->By.xpath: //input[@autocomplete='current-password']was found
19:43:22 INFO  manager.MyListener - Start searching element by locator-->By.xpath: //button[@type='submit']
19:43:22 INFO  manager.MyListener - The element with locator-->By.xpath: //button[@type='submit']was found
19:43:22 INFO  manager.MyListener - Start searching element by locator-->By.xpath: //div[contains(text(),"It'snot")]
19:43:22 INFO  manager.MyListener - The element with locator-->By.xpath: //div[contains(text(),"It'snot")]was found
19:43:22 INFO  manager.MyListener - Start searching element by locator-->By.xpath: //a[@href="/logout?url=%2Fsearch"]
19:43:37 INFO  manager.MyListener - The element with locator-->By.xpath: //a[@href="/logout?url=%2Fsearch"]was found
19:43:37 INFO  manager.MyListener - Start searching element by locator-->By.xpath: //button[text()='Ok']
19:43:52 INFO  manager.MyListener - The element with locator-->By.xpath: //button[text()='Ok']was found
19:43:52 INFO  tests.TestBase - The end of test--->wrongEmail
19:43:52 INFO  tests.TestBase - Start test--->wrongPass
19:43:52 INFO  manager.MyListener - Start searching element by locator-->By.xpath: //a[@href="/logout?url=%2Fsearch"]
19:44:07 INFO  manager.MyListener - The element with locator-->By.xpath: //a[@href="/logout?url=%2Fsearch"]was found
19:44:07 INFO  tests.TestBase - Test Login Negative wrong password starts with email-->goodwin49@mail.ru
19:44:07 INFO  tests.TestBase - Test Login Negative wrong password starts with password-->ar12345
19:44:07 INFO  manager.MyListener - Start searching element by locator-->By.xpath: //div[@class='header']/a[6]
19:44:07 INFO  manager.MyListener - The element with locator-->By.xpath: //div[@class='header']/a[6]was found
19:44:07 INFO  manager.MyListener - Start searching element by locator-->By.xpath: //input[@autocomplete='username']
19:44:07 INFO  manager.MyListener - The element with locator-->By.xpath: //input[@autocomplete='username']was found
19:44:07 INFO  manager.MyListener - Start searching element by locator-->By.xpath: //input[@autocomplete='current-password']
19:44:07 INFO  manager.MyListener - The element with locator-->By.xpath: //input[@autocomplete='current-password']was found
19:44:07 INFO  manager.MyListener - Start searching element by locator-->By.xpath: //button[@type='submit']
19:44:07 INFO  manager.MyListener - The element with locator-->By.xpath: //button[@type='submit']was found
19:44:07 INFO  manager.MyListener - Start searching element by locator-->By.xpath: //mat-dialog-container
19:44:08 INFO  manager.MyListener - The element with locator-->By.xpath: //mat-dialog-containerwas found
19:44:08 INFO  manager.MyListener - Start searching element by locator-->By.xpath: //mat-dialog-container//h2
19:44:08 INFO  manager.MyListener - The element with locator-->By.xpath: //mat-dialog-container//h2was found
19:44:08 INFO  manager.MyListener - Start searching element by locator-->By.xpath: //a[@href="/logout?url=%2Fsearch"]
19:44:23 INFO  manager.MyListener - The element with locator-->By.xpath: //a[@href="/logout?url=%2Fsearch"]was found
19:44:23 INFO  manager.MyListener - Start searching element by locator-->By.xpath: //button[text()='Ok']
19:44:23 INFO  manager.MyListener - The element with locator-->By.xpath: //button[text()='Ok']was found
19:44:23 INFO  manager.MyListener - Start searching element by locator-->By.xpath: //button[text()='Ok']
19:44:23 INFO  manager.MyListener - The element with locator-->By.xpath: //button[text()='Ok']was found
19:44:23 INFO  tests.TestBase - The end of test--->wrongPass
19:44:23 INFO  tests.TestBase - Start test--->regTestPositive
19:44:23 INFO  manager.MyListener - Start searching element by locator-->By.xpath: //a[@href="/logout?url=%2Fsearch"]
19:44:38 INFO  manager.MyListener - The element with locator-->By.xpath: //a[@href="/logout?url=%2Fsearch"]was found
19:44:38 INFO  tests.TestBase - Test Registration Positive starts with email--->asdh2678@gmail.com
19:44:38 INFO  tests.TestBase - Test Registration Positive starts with password--->Qwery1234
19:44:38 INFO  manager.MyListener - Start searching element by locator-->By.xpath: //a[@href='/registration?url=%2Fsearch']
19:44:38 INFO  manager.MyListener - The element with locator-->By.xpath: //a[@href='/registration?url=%2Fsearch']was found
