18:16:49 INFO  manager.ApplManager - Tests starts on Chrome Driver
18:17:06 INFO  tests.TestBase - Start test--->addNewCarTestPositive
18:17:06 INFO  manager.MyListener - Start searching element by locator-->By.xpath: //a[text()=' Log in ']
18:17:06 INFO  manager.MyListener - The element with locator-->By.xpath: //a[text()=' Log in ']was found
18:17:06 INFO  tests.TestBase - Test starts with emai-->goodwin49@mail.ru
18:17:06 INFO  tests.TestBase - Test starts with password-->Car12345
18:17:06 INFO  manager.MyListener - Start searching element by locator-->By.xpath: //div[@class='header']/a[6]
18:17:06 INFO  manager.MyListener - The element with locator-->By.xpath: //div[@class='header']/a[6]was found
18:17:06 INFO  manager.MyListener - Start searching element by locator-->By.xpath: //input[@autocomplete='username']
18:17:06 INFO  manager.MyListener - The element with locator-->By.xpath: //input[@autocomplete='username']was found
18:17:07 INFO  manager.MyListener - Start searching element by locator-->By.xpath: //input[@autocomplete='current-password']
18:17:07 INFO  manager.MyListener - The element with locator-->By.xpath: //input[@autocomplete='current-password']was found
18:17:07 INFO  manager.MyListener - Start searching element by locator-->By.xpath: //button[@type='submit']
18:17:07 INFO  manager.MyListener - The element with locator-->By.xpath: //button[@type='submit']was found
18:17:07 INFO  manager.MyListener - Start searching element by locator-->By.xpath: //button[text()='Ok']
18:17:08 INFO  manager.MyListener - The element with locator-->By.xpath: //button[text()='Ok']was found
18:17:08 INFO  manager.MyListener - Start searching element by locator-->By.xpath: //button[text()='Ok']
18:17:08 INFO  manager.MyListener - The element with locator-->By.xpath: //button[text()='Ok']was found
18:17:09 INFO  manager.MyListener - Start searching element by locator-->By.id: 1
18:17:09 INFO  manager.MyListener - The element with locator-->By.id: 1was found
18:17:09 INFO  manager.MyListener - Start searching element by locator-->By.cssSelector: h2
18:17:09 INFO  manager.MyListener - The element with locator-->By.cssSelector: h2was found
18:17:09 INFO  manager.MyListener - Start searching element by locator-->By.id: pickUpPlace
18:17:09 INFO  manager.MyListener - The element with locator-->By.id: pickUpPlacewas found
18:17:09 INFO  manager.MyListener - Start searching element by locator-->By.cssSelector: div.pac-item
18:17:10 INFO  manager.MyListener - The element with locator-->By.cssSelector: div.pac-itemwas found
18:17:10 INFO  manager.MyListener - Start searching element by locator-->By.id: make
18:17:10 INFO  manager.MyListener - The element with locator-->By.id: makewas found
18:17:10 INFO  manager.MyListener - Start searching element by locator-->By.id: model
18:17:10 INFO  manager.MyListener - The element with locator-->By.id: modelwas found
18:17:10 INFO  manager.MyListener - Start searching element by locator-->By.id: year
18:17:10 INFO  manager.MyListener - The element with locator-->By.id: yearwas found
18:17:11 INFO  manager.MyListener - Start searching element by locator-->By.id: engine
